inning,inning_top_bot,score_differential,base_1_occupied_pre,base_2_occupied_pre,base_3_occupied_pre,outs_in_inning_so_far_before_event,win_probability
2,bot,5,True,False,False,2,0.9517691373586226
2,bot,5,False,True,True,0,0.9707435039830108
2,bot,5,False,True,True,1,0.9643040870686729
2,bot,5,False,True,True,2,0.9585827857524157
2,bot,5,False,True,False,0,0.9617952198376039
2,bot,5,False,True,False,1,0.956582086188937
2,bot,5,False,True,False,2,0.9528258076822722
2,bot,5,False,False,True,0,0.9637026280357146
2,bot,5,False,False,True,1,0.9580915363075168
2,bot,5,False,False,True,2,0.9538587988495746
2,bot,5,False,False,False,0,0.9561502414582534
2,bot,5,False,False,False,1,0.9525382758326105
2,bot,5,False,False,False,2,0.9502686177565007
2,bot,6,True,True,True,0,0.984854721355604
2,bot,6,True,True,True,1,0.9808680741894874
2,bot,6,True,True,True,2,0.9769461584977214
2,bot,6,True,True,False,0,0.979200611594814
2,bot,6,True,True,False,1,0.9754612662009502
2,bot,6,True,True,False,2,0.9724642229026748
2,bot,6,True,False,True,0,0.9804749805695727
2,bot,6,True,False,True,1,0.976587821527537
2,bot,6,True,False,True,2,0.9733190674798244
2,bot,6,True,False,False,0,0.975131448415707
2,bot,6,True,False,False,1,0.972221683522609
2,bot,6,True,False,False,2,0.9702296975751522
2,bot,6,False,True,True,0,0.9820208420326059
2,bot,6,False,True,True,1,0.978026429237362
2,bot,6,False,True,True,2,0.9744707863107214
2,bot,6,False,True,False,0,0.9764679327747391
2,bot,6,False,True,False,1,0.9732261401945499
2,bot,6,False,True,False,2,0.9708878136679802
2,bot,6,False,False,True,0,0.9776529114047169
2,bot,6,False,False,True,1,0.9741652333699464
2,bot,6,False,False,True,2,0.9715310485281783
2,bot,6,False,False,False,0,0.9729574098421043
2,bot,6,False,False,False,1,0.9707087463029761
2,bot,6,False,False,False,2,0.9692949178228638
2,bot,7,True,True,True,0,0.9907568985610553
2,bot,7,True,True,True,1,0.9883103309043912
2,bot,7,True,True,True,2,0.985900153650461
2,bot,7,True,True,False,0,0.9872859760226883
2,bot,7,True,True,False,1,0.9849868880090907
2,bot,7,True,True,False,2,0.9831425375635385
2,bot,7,True,False,True,0,0.9880688978848606
2,bot,7,True,False,True,1,0.9856797970119742
2,bot,7,True,False,True,2,0.9836687336546237
2,bot,7,True,False,False,0,0.9847839879497206
2,bot,7,True,False,False,1,0.9829932253749865
2,bot,7,True,False,False,2,0.9817666361440194
2,bot,7,False,True,True,0,0.9890181524254318
2,bot,7,False,True,True,1,0.9865643194474514
2,bot,7,False,True,True,2,0.9843775047993513
2,bot,7,False,True,False,0,0.9856060673522893
2,bot,7,False,True,False,1,0.983611537554757
2,bot,7,False,True,False,2,0.9821719326779933
2,bot,7,False,False,True,0,0.9863346993817719
2,bot,7,False,False,True,1,0.984189485721487
2,bot,7,False,False,True,2,0.982568014348319
2,bot,7,False,False,False,0,0.9834461290720604
2,bot,7,False,False,False,1,0.9820616602631893
2,bot,7,False,False,False,2,0.9811908730576102
2,bot,8,True,True,True,0,0.9943784060296162
2,bot,8,True,True,True,1,0.9928853797285765
2,bot,8,True,True,True,2,0.9914133164386174
2,bot,8,True,True,False,0,0.9922598723817673
2,bot,8,True,True,False,1,0.9908552458037134
2,bot,8,True,True,False,2,0.9897278224598005
2,bot,8,True,False,True,0,0.9927379716031135
2,bot,8,True,False,True,1,0.9912786755729558
2,bot,8,True,False,True,2,0.9900495278419594
2,bot,8,True,False,False,0,0.9907312408918777
2,bot,8,True,False,False,1,0.9896365293449179
2,bot,8,True,False,False,2,0.988886457539745
2,bot,8,False,True,True,0,0.9933174714841313
2,bot,8,False,True,True,1,0.991819078963904
2,bot,8,False,True,True,2,0.9904827944056268
2,bot,8,False,True,False,0,0.9912336239073665
2,bot,8,False,True,False,1,0.9900145611641321
2,bot,8,False,True,False,2,0.9891343205126104
2,bot,8,False,False,True,0,0.9916788048462969
2,bot,8,False,False,True,1,0.990367866856222
2,bot,8,False,False,True,2,0.9893765292671964
2,bot,8,False,False,False,0,0.9899134366029668
2,bot,8,False,False,False,1,0.9890668842505508
2,bot,8,False,False,False,2,0.9885343123984476
2,bot,9,True,True,True,0,0.9965882289418114
2,bot,9,True,True,True,1,0.9956802404710214
2,bot,9,True,True,True,2,0.9947845399307913
2,bot,9,True,True,False,0,0.9952996914213987
2,bot,9,True,True,False,1,0.994444870832378
2,bot,9,True,True,False,2,0.9937585201819945
2,bot,9,True,False,True,0,0.9955905668237431
2,bot,9,True,False,True,1,0.994702595650911
2,bot,9,True,False,True,2,0.9939543857851048
2,bot,9,True,False,False,0,0.9943693885394396
2,bot,9,True,False,False,1,0.9937029352135225
2,bot,9,True,False,False,2,0.993246205543298
2,bot,9,False,True,True,0,0.9959430706616876
2,bot,9,False,True,True,1,0.9950314734386567
2,bot,9,False,True,True,2,0.9942181510396405
2,bot,9,False,True,False,0,0.9946751759024085
2,bot,9,False,True,False,1,0.9939330975144167
2,bot,9,False,True,False,2,0.9933971403350962
2,bot,9,False,False,True,0,0.9949461106148085
2,bot,9,False,False,True,1,0.994148187755536
2,bot,9,False,False,True,2,0.9935446250695816
2,bot,9,False,False,False,0,0.9938715303290762
2,bot,9,False,False,False,1,0.993356076093846
2,bot,9,False,False,False,2,0.9930317569572563
2,bot,10,True,True,True,0,0.9979320624002468
2,bot,10,True,True,True,1,0.9973810272709279
2,bot,10,True,True,True,2,0.9968372795414298
2,bot,10,True,True,False,0,0.9971500283378072
2,bot,10,True,True,False,1,0.9966310409772765
2,bot,10,True,True,False,2,0.9962142523888636
2,bot,10,True,False,True,0,0.9973265966823943
2,bot,10,True,False,True,1,0.9967875267749651
2,bot,10,True,False,True,2,0.9963331991758428
2,bot,10,True,False,False,0,0.9965852075016548
2,bot,10,True,False,False,1,0.9961804953975405
2,bot,10,True,False,False,2,0.9959031071396982
2,bot,10,False,True,True,0,0.9975405514981133
2,bot,10,False,True,True,1,0.9969871990634095
2,bot,10,False,True,True,2,0.9964933722124893
2,bot,10,False,True,False,0,0.9967708785224509
2,bot,10,False,True,False,1,0.9963202713191602
2,bot,10,False,True,False,2,0.995994777965631
2,bot,10,False,False,True,0,0.9969353743749255
2,bot,10,False,False,True,1,0.9964508875594486
2,bot,10,False,False,True,2,0.9960843508240863
2,bot,10,False,False,False,0,0.9962828826959935
2,bot,10,False,False,False,1,0.9959698376984633
2,bot,10,False,False,False,2,0.995772856639475
3,top,-10,True,True,True,0,0.004971190162842787
3,top,-10,True,True,True,1,0.006320196491513401
3,top,-10,True,True,True,2,0.00765442757419558
3,top,-10,True,True,False,0,0.0068866918956359624
3,top,-10,True,True,False,1,0.008161120391860068
3,top,-10,True,True,False,2,0.009185956660822744
3,top,-10,True,False,True,0,0.006453633875952431
3,top,-10,True,False,True,1,0.007776633105564769
3,top,-10,True,False,True,2,0.00889337330702294
3,top,-10,True,False,False,0,0.008273766160440635
3,top,-10,True,False,False,1,0.009269005798566201
3,top,-10,True,False,False,2,0.009951657943279017
3,top,-10,False,True,True,0,0.005929298057772587
3,top,-10,False,True,True,1,0.007286303601223735
3,top,-10,False,True,True,2,0.008499513327695732
3,top,-10,False,True,False,0,0.007817529623142376
3,top,-10,False,True,False,1,0.00892516914880313
3,top,-10,False,True,False,2,0.009726014544722054
3,top,-10,False,False,True,0,0.00741353759008133
3,top,-10,False,False,True,1,0.00860396631882211
3,top,-10,False,False,True,2,0.00950557414286306
3,top,-10,False,False,False,0,0.009017131231097405
3,top,-10,False,False,False,1,0.009787399926040358
3,top,-10,False,False,False,2,0.010272328717422672
3,top,-9,True,True,True,0,0.00828423338003978
3,top,-9,True,True,True,1,0.010525374883604895
3,top,-9,True,True,True,2,0.012740232655994
3,top,-9,True,True,False,0,0.011465963676617424
3,top,-9,True,True,False,1,0.013580970728923987
3,top,-9,True,True,False,2,0.01528089684663744
3,top,-9,True,False,True,0,0.010746956637501115
3,top,-9,True,False,True,1,0.01294302198968953
3,top,-9,True,False,True,2,0.014795649676860916
3,top,-9,True,False,False,0,0.013767854218648054
3,top,-9,True,False,False,1,0.01541862376857006
3,top,-9,True,False,False,2,0.01655057249334143
3,top,-9,False,True,True,0,0.009876161202387724
3,top,-9,False,True,True,1,0.012129291158574423
3,top,-9,False,True,True,2,0.014142350260765968
3,top,-9,False,True,False,0,0.013010883577195903
3,top,-9,False,True,False,1,0.014848385386945929
3,top,-9,False,True,False,2,0.016176446858535174
3,top,-9,False,False,True,0,0.012340462201986431
3,top,-9,False,False,True,1,0.014315617412167912
3,top,-9,False,False,True,2,0.01581092176297134
3,top,-9,False,False,False,0,0.015000907620798186
3,top,-9,False,False,False,1,0.016278228874559215
3,top,-9,False,False,False,2,0.017082212932855445
3,top,-8,True,True,True,0,0.013759600025931558
3,top,-8,True,True,True,1,0.01746299565239846
3,top,-8,True,True,True,2,0.02111819833236767
3,top,-8,True,True,False,0,0.019015784911686807
3,top,-8,True,True,False,1,0.02250462260674972
3,top,-8,True,True,False,2,0.025306391144574034
3,top,-8,True,False,True,0,0.017828872388558535
3,top,-8,True,False,True,1,0.021452658279373423
3,top,-8,True,False,True,2,0.02450681114015736
3,top,-8,True,False,False,0,0.022812733359309643
3,top,-8,True,False,False,1,0.025533308873435752
3,top,-8,True,False,False,2,0.027397895559524654
3,top,-8,False,True,True,0,0.01639073565329803
3,top,-8,False,True,True,1,0.020110376427008525
3,top,-8,False,True,True,2,0.02343008334217119
3,top,-8,False,True,False,0,0.021564575141239876
3,top,-8,False,True,False,1,0.02459371493244619
3,top,-8,False,True,False,2,0.02678169890875426
3,top,-8,False,False,True,0,0.02045876283751659
3,top,-8,False,False,True,1,0.02371567881700084
3,top,-8,False,False,True,2,0.026179595789468886
3,top,-8,False,False,False,0,0.0248450483801566
3,top,-8,False,False,False,1,0.026949344302761333
3,top,-8,False,False,False,2,0.028273402691556593
3,top,-7,True,True,True,0,0.022730527161139873
3,top,-7,True,True,True,1,0.02879684590901847
3,top,-7,True,True,True,2,0.03477137779737041
3,top,-7,True,True,False,0,0.03133634266037144
3,top,-7,True,True,False,1,0.03703468399377675
3,top,-7,True,True,False,2,0.04160445139658178
3,top,-7,True,False,True,0,0.029395416367980123
3,top,-7,True,False,True,1,0.03531750808166401
3,top,-7,True,False,True,2,0.04030082537592147
3,top,-7,True,False,False,0,0.037537477443907896
3,top,-7,True,False,False,1,0.04197434598476394
3,top,-7,True,False,False,2,0.04501269108656035
3,top,-7,False,True,True,0,0.027041895669212467
3,top,-7,False,True,True,1,0.03312520063983014
3,top,-7,False,True,True,2,0.03854470769780855
3,top,-7,False,True,False,0,0.035500234882566914
3,top,-7,False,True,False,1,0.04044253120115937
3,top,-7,False,True,False,2,0.04400880458720696
3,top,-7,False,False,True,0,0.03369434762118127
3,top,-7,False,False,True,1,0.039010580627001565
3,top,-7,False,False,True,2,0.043027685231267335
3,top,-7,False,False,False,0,0.04085233076953667
3,top,-7,False,False,False,1,0.04428194618816973
3,top,-7,False,False,False,2,0.04643871042302634
3,top,-6,True,True,True,0,0.03722505774145934
3,top,-6,True,True,True,1,0.04702241949340387
3,top,-6,True,True,True,2,0.056637732915958666
3,top,-6,True,True,False,0,0.0511131783011229
3,top,-6,True,True,False,1,0.06027278518949215
3,top,-6,True,True,False,2,0.06760154563107318
3,top,-6,True,False,True,0,0.047987156632548385
3,top,-6,True,False,True,1,0.05751520924332376
3,top,-6,True,False,True,2,0.06551220323762466
3,top,-6,True,False,False,0,0.06107981169721912
3,top,-6,True,False,False,1,0.06819419920225227
3,top,-6,True,False,False,2,0.07305945698479975
3,top,-6,False,True,True,0,0.04419194280446526
3,top,-6,False,True,True,1,0.05399139169872302
3,top,-6,False,True,True,2,0.06269598172875164
3,top,-6,False,True,False,0,0.05780874909701713
3,top,-6,False,True,False,1,0.06573936705032928
3,top,-6,False,True,False,2,0.07145248989860044
3,top,-6,False,False,True,0,0.05490657681727945
3,top,-6,False,False,True,1,0.06344327800499973
3,top,-6,False,False,True,2,0.06988145889863615
3,top,-6,False,False,False,0,0.06639623404278873
3,top,-6,False,False,False,1,0.07188977126990691
3,top,-6,False,False,False,2,0.0753412931088687
3,top,-5,True,True,True,0,0.06013652774685144
3,top,-5,True,True,True,1,0.07561071304332675
3,top,-5,True,True,True,2,0.09071182986408213
3,top,-5,True,True,False,0,0.08204481078601783
3,top,-5,True,True,False,1,0.09640190261560119
3,top,-5,True,True,False,2,0.10784699842526856
3,top,-5,True,False,True,0,0.07712942317344232
3,top,-5,True,False,True,1,0.09208625023114131
3,top,-5,True,False,True,2,0.10458753414394308
3,top,-5,True,False,False,0,0.09766390633071034
3,top,-5,True,False,False,1,0.1087711036283692
3,top,-5,True,False,False,2,0.11635016276236812
3,top,-5,False,True,True,0,0.07114994246484507
3,top,-5,False,True,True,1,0.08656323502118024
3,top,-5,False,True,True,2,0.10018991052869719
3,top,-5,False,True,False,0,0.09254590459545677
3,top,-5,False,True,False,1,0.10494204459339497
3,top,-5,False,True,False,2,0.11384820785674776
3,top,-5,False,False,True,0,0.0879985586210704
3,top,-5,False,False,True,1,0.10135732526564861
3,top,-5,False,False,True,2,0.11140092200724207
3,top,-5,False,False,False,0,0.1059669736276638
3,top,-5,False,False,False,1,0.11452915848156425
3,top,-5,False,False,False,2,0.1199006872313827
3,top,-4,True,True,True,0,0.09517095279325952
3,top,-4,True,True,True,1,0.11879517121316147
3,top,-4,True,True,True,2,0.14164621675923464
3,top,-4,True,True,False,0,0.12855374804951133
3,top,-4,True,True,False,1,0.1502116477035181
3,top,-4,True,True,False,2,0.1673766777110801
3,top,-4,True,False,True,0,0.12110177825312639
3,top,-4,True,False,True,1,0.14371725126991017
3,top,-4,True,False,True,2,0.16249626862903643
3,top,-4,True,False,False,0,0.15210838451668676
3,top,-4,True,False,False,1,0.16875925561458366
3,top,-4,True,False,False,2,0.1800815108749136
3,top,-4,False,True,True,0,0.11200830508310351
3,top,-4,False,True,True,1,0.13538652276106466
3,top,-4,False,True,True,2,0.15590174597025014
3,top,-4,False,True,False,0,0.14440957673048335
3,top,-4,False,True,False,1,0.16302737478116222
3,top,-4,False,True,False,2,0.1763471037712465
3,top,-4,False,False,True,0,0.13755369840357573
3,top,-4,False,False,True,1,0.15765351339654196
3,top,-4,False,False,True,2,0.17269126353311642
3,top,-4,False,False,False,0,0.16456245067810568
3,top,-4,False,False,False,1,0.17736379239568842
3,top,-4,False,False,False,2,0.18537589556595477
3,top,-3,True,True,True,0,0.1462552768431752
3,top,-3,True,True,True,1,0.18059190011624776
3,top,-3,True,True,True,2,0.21336167908446552
3,top,-3,True,True,False,0,0.19463520262832368
3,top,-3,True,True,False,1,0.22554800622057783
3,top,-3,True,True,False,2,0.24983206712797795
3,top,-3,True,False,True,0,0.18391821941717437
3,top,-3,True,False,True,1,0.21631271337653135
3,top,-3,True,False,True,2,0.24294491313991873
3,top,-3,True,False,False,0,0.22824008410028532
3,top,-3,True,False,False,1,0.25178079152905347
3,top,-3,True,False,False,2,0.2677028054332482
3,top,-3,False,True,True,0,0.17077869380143407
3,top,-3,False,True,True,1,0.20442393068177092
3,top,-3,False,True,True,2,0.23361735466515393
3,top,-3,False,True,False,0,0.21729856163952338
3,top,-3,False,True,False,1,0.2436950406638463
3,top,-3,False,True,False,2,0.26245822335571123
3,top,-3,False,False,True,0,0.2075214402709026
3,top,-3,False,False,True,1,0.23609761514927158
3,top,-3,False,False,True,2,0.25731744559278863
3,top,-3,False,False,False,0,0.24586227575510605
3,top,-3,False,False,False,1,0.2638867119032938
3,top,-3,False,False,False,2,0.2751272068330158
3,top,-2,True,True,True,0,0.2161728073455247
3,top,-2,True,True,True,1,0.2628694978931529
3,top,-2,True,True,True,2,0.3065837563927214
3,top,-2,True,True,False,0,0.2816969606017783
3,top,-2,True,True,False,1,0.32265499689569915
3,top,-2,True,True,False,2,0.35442044858852917
3,top,-2,True,False,True,0,0.26734239203279153
3,top,-2,True,False,True,1,0.310484150145235
3,top,-2,True,False,True,2,0.34544444899813487
3,top,-2,True,False,False,0,0.32619296940175957
3,top,-2,True,False,False,1,0.3569557659999224
3,top,-2,True,False,False,2,0.3776014161651229
3,top,-2,False,True,True,0,0.24962336902319898
3,top,-2,False,True,True,1,0.2947357738678471
3,top,-2,False,True,True,2,0.3332470814594788
3,top,-2,False,True,False,0,0.3117859058373762
3,top,-2,False,True,False,1,0.3464232995422982
3,top,-2,False,True,False,2,0.37081407401700534
3,top,-2,False,False,True,0,0.29884791511607744
3,top,-2,False,False,True,1,0.3364951729858849
3,top,-2,False,False,True,2,0.36414869828288193
3,top,-2,False,False,False,0,0.34924967001352597
3,top,-2,False,False,False,1,0.37266401223244844
3,top,-2,False,False,False,2,0.38718900251121363
3,top,-1,True,True,True,0,0.3047686462080772
3,top,-1,True,True,True,1,0.36322769116235637
3,top,-1,True,True,True,2,0.4165565460359405
3,top,-1,True,True,False,0,0.38635008668071535
3,top,-1,True,True,False,1,0.4358622487838432
3,top,-1,True,True,False,2,0.473602329208347
3,top,-1,True,False,True,0,0.3687430121288924
3,top,-1,True,False,True,1,0.42125585847750685
3,top,-1,True,False,True,2,0.4629910789852008
3,top,-1,True,False,False,0,0.4400923485998658
3,top,-1,True,False,False,1,0.4765923901766244
3,top,-1,True,False,False,2,0.5008304682990183
3,top,-1,False,True,True,0,0.3468110051008944
3,top,-1,False,True,True,1,0.4022248615399396
3,top,-1,False,True,True,2,0.44850581710721754
3,top,-1,False,True,False,0,0.4228222353764527
3,top,-1,False,True,False,1,0.4641502070688748
3,top,-1,False,True,False,2,0.49288320375872535
3,top,-1,False,False,True,0,0.4072088792418243
3,top,-1,False,False,True,1,0.4523707845692472
3,top,-1,False,False,True,2,0.48505890045023803
3,top,-1,False,False,False,0,0.467494414948543
3,top,-1,False,False,False,1,0.4950512766685054
3,top,-1,False,False,False,2,0.5120232625629816
3,top,0,True,True,True,0,0.4078439564867073
3,top,0,True,True,True,1,0.474425723821311
3,top,0,True,True,True,2,0.5332621798831173
3,top,0,True,True,False,0,0.5001456775138673
3,top,0,True,True,False,1,0.5541585377990146
3,top,0,True,True,False,2,0.5944531132248247
3,top,0,True,False,True,0,0.48059089216560286
3,top,0,True,False,True,1,0.5383673837970682
3,top,0,True,False,True,2,0.5831940034425986
3,top,0,True,False,False,0,0.5587105572944341
3,top,0,True,False,False,1,0.5976162763763312
3,top,0,True,False,False,2,0.6231116998994486
3,top,0,False,True,True,0,0.4559592386006158
3,top,0,False,True,True,1,0.5176158746800985
3,top,0,False,True,True,2,0.5677368235240479
3,top,0,False,True,False,0,0.5400663440425166
3,top,0,False,True,False,1,0.5844264884088175
3,top,0,False,True,False,2,0.6147800278976492
3,top,0,False,False,True,0,0.5230703499188856
3,top,0,False,False,True,1,0.5718712590671053
3,top,0,False,False,True,2,0.6065510325308273
3,top,0,False,False,False,0,0.587978754652146
3,top,0,False,False,False,1,0.61705559537004
3,top,0,False,False,False,2,0.6348021079007475
3,top,1,True,True,True,0,0.5177460095447961
3,top,1,True,True,True,1,0.586380121260766
3,top,1,True,True,True,2,0.6449064867155327
3,top,1,True,True,False,0,0.6121982971201171
3,top,1,True,True,False,1,0.6652503841754422
3,top,1,True,True,False,2,0.7038797833208242
3,top,1,True,False,True,0,0.592602898476783
3,top,1,True,False,True,1,0.6498972270278642
3,top,1,True,False,True,2,0.6931621029838213
3,top,1,True,False,False,0,0.6696530362099565
3,top,1,True,False,False,1,0.7068806476091769
3,top,1,True,False,False,2,0.7309115513795157
3,top,1,False,True,True,0,0.5676096877649297
3,top,1,False,True,True,1,0.6295262328793081
3,top,1,False,True,True,2,0.678353246470143
3,top,1,False,True,False,0,0.6515551237949354
3,top,1,False,True,False,1,0.6943381168410155
3,top,1,False,True,False,2,0.723088383485893
3,top,1,False,False,True,0,0.6349026200332274
3,top,1,False,False,True,1,0.6823252688923848
3,top,1,False,False,True,2,0.7153334121639977
3,top,1,False,False,False,0,0.6977237507092853
3,top,1,False,False,False,1,0.7252278849808127
3,top,1,False,False,False,2,0.7418416217316136
3,top,2,True,True,True,0,0.6254195656751689
3,top,2,True,True,True,1,0.6895065586320273
3,top,2,True,True,True,2,0.7422119575012982
3,top,2,True,True,False,0,0.7129708157800139
3,top,2,True,True,False,1,0.760135046488694
3,top,2,True,True,False,2,0.7936376062232587
3,top,2,True,False,True,0,0.6951934687625162
3,top,2,True,False,True,1,0.7466272511428752
3,top,2,True,False,True,2,0.7844097423682125
3,top,2,True,False,False,0,0.7639878998160768
3,top,2,True,False,False,1,0.7962123571226785
3,top,2,True,False,False,2,0.8166939917243736
3,top,2,False,True,True,0,0.6722296995434166
3,top,2,False,True,True,1,0.7285283762334338
3,top,2,False,True,True,2,0.771575066789056
3,top,2,False,True,False,0,0.7480913179156161
3,top,2,False,True,False,1,0.785424756136857
3,top,2,False,True,False,2,0.8100525212715498
3,top,2,False,False,True,0,0.733324930428249
3,top,2,False,False,True,1,0.7750273353675636
3,top,2,False,False,True,2,0.8034441460010264
3,top,2,False,False,False,0,0.7883434661254923
3,top,2,False,False,False,1,0.8118713202751204
3,top,2,False,False,False,2,0.825932133928281
3,top,3,True,True,True,0,0.7227459627336134
3,top,3,True,True,True,1,0.777234832327443
3,top,3,True,True,True,2,0.8205744206539292
3,top,3,True,True,False,0,0.7966917142751215
3,top,3,True,True,False,1,0.8350165168286583
3,top,3,True,True,False,2,0.8616235433368414
3,top,3,True,False,True,0,0.7819745983009998
3,top,3,True,False,True,1,0.8241459125179
3,top,3,True,False,True,2,0.8543444479149885
3,top,3,True,False,False,0,0.8381018872567324
3,top,3,True,False,False,1,0.8636479861688483
3,top,3,True,False,False,2,0.8796524783968332
3,top,3,False,True,True,0,0.762740339602324
3,top,3,False,True,True,1,0.8094482988129356
3,top,3,False,True,True,2,0.8441580931561694
3,top,3,False,True,False,0,0.8253281932728856
3,top,3,False,True,False,1,0.855146921859242
3,top,3,False,True,False,2,0.8744819028936945
3,top,3,False,False,True,0,0.8133583286023107
3,top,3,False,False,True,1,0.8469052042959018
3,top,3,False,False,True,2,0.8693189962563991
3,top,3,False,False,False,0,0.857451958704414
3,top,3,False,False,False,1,0.8758996893290719
3,top,3,False,False,False,2,0.8868149509421249
3,top,4,True,True,True,0,0.8042103584479527
3,top,4,True,True,True,1,0.8467539661177446
3,top,4,True,True,True,2,0.8796547778411489
3,top,4,True,True,False,0,0.8616280632573827
3,top,4,True,True,False,1,0.8904323005369454
3,top,4,True,True,False,2,0.9100469063485674
3,top,4,True,False,True,0,0.8503928620867793
3,top,4,True,False,True,1,0.882328669448563
3,top,4,True,False,True,2,0.9047115263121658
3,top,4,True,False,False,0,0.89272277374821
3,top,4,True,False,False,1,0.9115267038157031
3,top,4,True,False,False,2,0.9231641206611625
3,top,4,False,True,True,0,0.8355642439679047
3,top,4,False,True,True,1,0.87128843903844
3,top,4,False,True,True,2,0.8972064588942031
3,top,4,False,True,False,0,0.8832125630158509
3,top,4,False,True,False,1,0.9053008444302839
3,top,4,False,True,False,2,0.9194162137464696
3,top,4,False,False,True,0,0.8742349008798741
3,top,4,False,False,True,1,0.8992349434511974
3,top,4,False,False,True,2,0.9156626776208077
3,top,4,False,False,False,0,0.9069920540573781
3,top,4,False,False,False,1,0.9204450104052666
3,top,4,False,False,False,2,0.9283376068756716
3,top,5,True,True,True,0,0.8675880250050522
3,top,5,True,True,True,1,0.8984428812946281
3,top,5,True,True,True,2,0.921791679125993
3,top,5,True,True,False,0,0.9090554460187312
3,top,5,True,True,False,1,0.9293394222069943
3,top,5,True,True,False,2,0.9429466698341409
3,top,5,True,False,True,0,0.9010477686939922
3,top,5,True,False,True,1,0.9236689535357672
3,top,5,True,False,True,2,0.9392618763751336
3,top,5,True,False,False,0,0.9309370057056301
3,top,5,True,False,False,1,0.9439664892753804
3,top,5,True,False,False,2,0.9519538212376428
3,top,5,False,True,True,0,0.8903984424663653
3,top,5,False,True,True,1,0.915897985184468
3,top,5,False,True,True,2,0.9340577386645891
3,top,5,False,True,False,0,0.9242888344491004
3,top,5,False,True,False,1,0.9396694846000246
3,top,5,False,True,False,2,0.9493877565519427
3,top,5,False,False,True,0,0.917977060537953
3,top,5,False,False,True,1,0.9354667347587198
3,top,5,False,False,True,2,0.9468118449730195
3,top,5,False,False,False,0,0.9408383927173634
3,top,5,False,False,False,1,0.950092732248519
3,top,5,False,False,False,2,0.9554861979403451
3,top,6,True,True,True,0,0.913685965861045
3,top,6,True,True,True,1,0.9347621757915328
3,top,6,True,True,True,2,0.9504644115819478
3,top,6,True,True,False,0,0.941926658123929
3,top,6,True,True,False,1,0.9554920911961244
3,top,6,True,True,False,2,0.9644946228596128
3,top,6,True,False,True,0,0.9365248735692006
3,top,6,True,False,True,1,0.9517171441090033
3,top,6,True,False,True,2,0.9620646410927458
3,top,6,True,False,False,0,0.9565531676558677
3,top,6,True,False,False,1,0.9651661189744745
3,top,6,True,False,False,2,0.9704098271144525
3,top,6,False,True,True,0,0.9293018564563973
3,top,6,False,True,True,1,0.9465218900879062
3,top,6,False,True,True,2,0.9586227347675061
3,top,6,False,True,False,0,0.9521304739291465
3,top,6,False,True,False,1,0.9623337316660354
3,top,6,False,True,False,2,0.9687281936810292
3,top,6,False,False,True,0,0.947914314684822
3,top,6,False,False,True,1,0.9595557656089367
3,top,6,False,False,True,2,0.9670372573019593
3,top,6,False,False,False,0,0.9631050115875538
3,top,6,False,False,False,1,0.9691904712268701
3,top,6,False,False,False,2,0.9727201054550132
3,top,7,True,True,True,0,0.9453326078994615
3,top,7,True,True,True,1,0.9590914611330823
3,top,7,True,True,True,2,0.9692344587142323
3,top,7,True,True,False,0,0.9637314360842071
3,top,7,True,True,False,1,0.9724611611384468
3,top,7,True,True,False,2,0.9782122495585627
3,top,7,True,False,True,0,0.9602348695169788
3,top,7,True,False,True,1,0.970039426198192
3,top,7,True,False,True,2,0.9766633178097576
3,top,7,True,False,False,0,0.973140799141601
3,top,7,True,False,False,1,0.9786398291966144
3,top,7,True,False,False,2,0.9819720849485962
3,top,7,False,True,True,0,0.9555421484209273
3,top,7,False,True,True,1,0.9666969352634887
3,top,7,False,True,True,2,0.9744650257840204
3,top,7,False,True,False,0,0.9703048774073593
3,top,7,False,True,False,1,0.9768349680368666
3,top,7,False,True,False,2,0.9809047426145374
3,top,7,False,False,True,0,0.9675938609175054
3,top,7,False,False,True,1,0.9750614377026037
3,top,7,False,False,True,2,0.9798302606466175
3,top,7,False,False,False,0,0.9773267874525623
3,top,7,False,False,False,1,0.9811982748646367
3,top,7,False,False,False,2,0.9834364370336467
3,top,8,True,True,True,0,0.9660903356944972
3,top,8,True,True,True,1,0.974789078795639
3,top,8,True,True,True,2,0.9811580399478625
3,top,8,True,True,False,0,0.9777074909152778
3,top,8,True,True,False,1,0.9831756367834844
3,top,8,True,True,False,2,0.9867609146263133
3,top,8,True,False,True,0,0.9755089934584359
3,top,8,True,False,True,1,0.9816617687854952
3,top,8,True,False,True,2,0.9857966799203187
3,top,8,True,False,False,0,0.9836000552509038
3,top,8,True,False,False,1,0.9870269080471192
3,top,8,True,False,False,2,0.9890971614629563
3,top,8,False,True,True,0,0.9725513418013477
3,top,8,False,True,True,1,0.9795684201140352
3,top,8,False,True,True,2,0.9844264505022351
3,top,8,False,True,False,0,0.9818278240237073
3,top,8,False,True,False,1,0.9859035856008904
3,top,8,False,True,False,2,0.9884345711154834
3,top,8,False,False,True,0,0.9801305877364737
3,top,8,False,False,True,1,0.9847984057864463
3,top,8,False,False,True,2,0.9877670485587009
3,top,8,False,False,False,0,0.9862098263945863
3,top,8,False,False,False,1,0.9886168409875551
3,top,8,False,False,False,2,0.9900054031702171
3,top,9,True,True,True,0,0.9792619588594518
3,top,9,True,True,True,1,0.9846448693655797
